weight,care_responsibility,heard_before,realistic,enthusiastic,worried,willing_to_use,less_worried_about_family_care,society_saves_money,treat_robot_like_friend,older_adults_more_isolated,older_adults_more_independent,only_for_people_who_cannot_afford_human_caregiver,camera_human_operator,positive_reason_1,positive_reason_2,positive_reason_3,negative_reason_1,negative_reason_2
0.6131117,Not at all likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Save money,,,,
0.1416497,Not too likely,,,,,,,,,,,,,,,,,
0.1492396,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Refused / No answer,,,,
0.6026436,Not too likely,,,,,,,,,,,,,,,,,
0.1423418,Not at all likely,,,,,,,,,,,,,,,,,
0.1389143,Not too likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.316629,Very likely,,,,,,,,,,,,,,,,,
0.3120116,Somewhat likely,,,,,,,,,,,,,,,,,
0.2186171,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.786153,Somewhat likely,,,,,,,,,,,,,,,,,
0.5355911,Not too likely,,,,,,,,,,,,,,,,,
0.1770905,Not at all likely,,,,,,,,,,,,,,,,,
0.194247,Somewhat likely,,,,,,,,,,,,,,,,,
0.2594641,Very likely,,,,,,,,,,,,,,,,,
0.5682357,Very likely,,,,,,,,,,,,,,,,,
0.2184475,Very likely,A lot,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.3806546,Somewhat likely,,,,,,,,,,,,,,,,,
5.0013607,Very likely,,,,,,,,,,,,,,,,,
2.385263,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely",Refused,"Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.7247294,Very likely,A little,Not very realistic,Very enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2176566,Very likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Refused / No answer,
0.1587845,Not too likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.81005,Somewhat likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.1960679,Not too likely,,,,,,,,,,,,,,,,,
1.4970854,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.3136531,Very likely,,,,,,,,,,,,,,,,,
0.1411324,I am already doing this,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.3617987,Somewhat likely,,,,,,,,,,,,,,,,,
1.076703,I am already doing this,,,,,,,,,,,,,,,,,
0.9623071,Very likely,,,,,,,,,,,,,,,,,
0.5327406,I am already doing this,A lot,Not very realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,Save money,,,,
0.1483423,Very likely,,,,,,,,,,,,,,,,,
0.1514352,Somewhat likely,,,,,,,,,,,,,,,,,
0.4224557,Somewhat likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Worried about errors,
1.2886692,Not too likely,,,,,,,,,,,,,,,,,
0.2984891,I am already doing this,,,,,,,,,,,,,,,,,
0.2793132,Not too likely,,,,,,,,,,,,,,,,,
0.1316325,Very likely,,,,,,,,,,,,,,,,,
0.3891347,Very likely,Refused,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,,,,Just don't like it,
0.4823213,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
1.61122,Somewhat likely,,,,,,,,,,,,,,,,,
0.3284623,Very likely,,,,,,,,,,,,,,,,,
0.2676076,Not too likely,,,,,,,,,,,,,,,,,
0.2606843,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not at all worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Worried about errors,
0.2252451,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Worse,Reduce burden on family,,,,
0.5093404,Not at all likely,,,,,,,,,,,,,,,,,
0.2399028,I am already doing this,,,,,,,,,,,,,,,,,
0.2793132,Somewhat likely,,,,,,,,,,,,,,,,,
0.2708358,I am already doing this,,,,,,,,,,,,,,,,,
0.1748969,Not too likely,,,,,,,,,,,,,,,,,
2.5057014,I am already doing this,,,,,,,,,,,,,,,,,
0.1051755,Very likely,,,,,,,,,,,,,,,,,
1.0471524,I am already doing this,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.4396475,Very likely,,,,,,,,,,,,,,,,,
0.672309,Not too likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.6495247,Very likely,,,,,,,,,,,,,,,,,
1.4357239,Somewhat likely,A little,Extremely realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Other,,,,
0.4112598,Very likely,,,,,,,,,,,,,,,,,
0.6078891,Very likely,,,,,,,,,,,,,,,,,
1.6542948,Not at all likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
2.6393694,Very likely,,,,,,,,,,,,,,,,,
0.88958,Very likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,,,,Worried about errors,
1.0160086,Not too likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Just don't like it,
0.6550468,Not at all likely,A little,Somewhat realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2081736,Not at all likely,,,,,,,,,,,,,,,,,
0.1525793,Somewhat likely,,,,,,,,,,,,,,,,,
0.2325617,Somewhat likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Very worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
2.2001047,Not too likely,,,,,,,,,,,,,,,,,
0.415863,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,Reduce burden on family,,,,
0.2022715,Not at all likely,,,,,,,,,,,,,,,,,
0.228215,Not at all likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2260416,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.1418306,Very likely,,,,,,,,,,,,,,,,,
0.2610709,Very likely,A little,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Refused / No answer,
0.5113918,Very likely,,,,,,,,,,,,,,,,,
1.6362984,I am already doing this,,,,,,,,,,,,,,,,,
1.586153,Very likely,,,,,,,,,,,,,,,,,
0.7320037,I am already doing this,,,,,,,,,,,,,,,,,
1.1669291,I am already doing this,A little,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,Always available,,,,
1.7821617,Somewhat likely,,,,,,,,,,,,,,,,,
0.4064379,Very likely,,,,,,,,,,,,,,,,,
2.250959,Very likely,,,,,,,,,,,,,,,,,
1.0003319,Not at all likely,,,,,,,,,,,,,,,,,
0.0879108,Not at all likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Very worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Other,,,,
0.2733931,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,Always available,,,,
0.3134907,I am already doing this,Nothing at all,Not very realistic,Not too enthusiastic,Not at all worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
1.1112547,Not at all likely,,,,,,,,,,,,,,,,,
0.258514,Very likely,,,,,,,,,,,,,,,,,
0.1587845,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Very worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Worse,,,,Human factor lacking,
0.2865231,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Other,,,,
0.3852754,Not at all likely,A little,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.4917759,Not too likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
6.8488795,Somewhat likely,,,,,,,,,,,,,,,,,
0.1266727,I am already doing this,Nothing at all,Somewhat realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Worried about errors,
0.8183446,Somewhat likely,,,,,,,,,,,,,,,,,
0.1587703,I am already doing this,,,,,,,,,,,,,,,,,
0.3573735,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.5758417,I am already doing this,,,,,,,,,,,,,,,,,
0.2320948,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.2126593,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Companion,Safety / Security,,,
0.4033295,Very likely,,,,,,,,,,,,,,,,,
0.6997109,Not at all likely,,,,,,,,,,,,,,,,,
0.2953466,Not at all likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
1.3396173,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.8172198,Not at all likely,,,,,,,,,,,,,,,,,
0.1971007,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Reduce burden on family,,,,
0.2928264,Very likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Caregiving is family's job,
0.7404889,Very likely,,,,,,,,,,,,,,,,,
0.8597507,I am already doing this,,,,,,,,,,,,,,,,,
0.1548474,Not too likely,,,,,,,,,,,,,,,,,
0.3185421,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Always available,,,,
0.5032243,Not too likely,,,,,,,,,,,,,,,,,
0.9036331,I am already doing this,,,,,,,,,,,,,,,,,
1.04953,Not too likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,Household assistance,,,,
0.4494735,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
1.7675826,Somewhat likely,,,,,,,,,,,,,,,,,
1.356114,Not at all likely,,,,,,,,,,,,,,,,,
0.1903191,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.3306555,Somewhat likely,A little,Extremely realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,Safety / Security,,,
1.0650633,Somewhat likely,,,,,,,,,,,,,,,,,
0.1492255,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Always available,,,,
0.4003137,Not too likely,,,,,,,,,,,,,,,,,
0.8549105,Very likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",No difference,,,,Human factor lacking,
1.1074827,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Human factor lacking,
7.4234163,Not at all likely,,,,,,,,,,,,,,,,,
0.1915528,I am already doing this,,,,,,,,,,,,,,,,,
1.1468265,I am already doing this,,,,,,,,,,,,,,,,,
1.0536599,Not too likely,Nothing at all,Extremely realistic,Somewhat enthusiastic,Not at all worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.1876758,Not at all likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.1375317,Very likely,,,,,,,,,,,,,,,,,
1.7887162,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Refused / No answer,,,,
0.0879108,Not too likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Just don't like it,
0.2273929,Very likely,A lot,Extremely realistic,Very enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,,,,
0.8434896,Somewhat likely,A lot,Extremely realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Save money,Safety / Security,,,
